 0.0- 1.5 5.6E-07 5.6E-07 5.5E-07 5.4E-07 5.2E-07 5.0E-07 4.8E-07 4.6E-07 4.1E-07 3.7E-07 3.4E-07 3.2E-07 3.0E-07   5.3E-06
 1.5- 2.5 9.2E-10 9.2E-10 9.3E-10 9.3E-10 9.3E-10 9.4E-10 9.4E-10 9.6E-10 9.9E-10 1.0E-09 1.1E-09 1.1E-09 1.2E-09   1.3E-08
 2.5- 3.5 1.8E-07 1.8E-07 1.8E-07 1.8E-07 1.8E-07 1.9E-07 1.9E-07 2.0E-07 2.1E-07 2.4E-07 2.6E-07 2.8E-07 3.0E-07   2.8E-06
 3.5- 4.5 4.5E-06 4.5E-06 4.5E-06 4.5E-06 4.5E-06 4.5E-06 4.5E-06 4.5E-06 4.6E-06 4.8E-06 5.0E-06 5.2E-06 5.4E-06   6.0E-05
 4.5- 5.5 7.7E-05 7.7E-05 7.6E-05 7.5E-05 7.3E-05 7.1E-05 6.8E-05 6.6E-05 6.2E-05 5.9E-05 5.8E-05 5.7E-05 5.7E-05   8.0E-04
 5.5- 6.5 7.8E-06 7.7E-06 7.3E-06 6.7E-06 6.0E-06 5.2E-06 4.3E-06 3.5E-06 2.2E-06 1.3E-06 7.0E-07 3.9E-07 2.6E-07   3.5E-05
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                            proton production cross section (mb) =9.051E-04
                                                                            proton multiplicity (dimensionless)  =2.465E-05
                                                                            proton average energy (MeV)          =5.060E+00
                                                                            proton kerma coefficient (fGym^2)    =0.000E+00
  
                         8-MeV  protons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
 0.0- 1.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 1.5- 2.5 3.8E-08 3.9E-08 4.0E-08 4.3E-08 4.6E-08 5.0E-08 5.4E-08 5.8E-08 6.5E-08 7.0E-08 7.3E-08 7.5E-08 7.5E-08   7.8E-07
 2.5- 3.5 1.2E-06 1.2E-06 1.2E-06 1.1E-06 1.0E-06 9.7E-07 8.9E-07 8.0E-07 6.5E-07 5.2E-07 4.3E-07 3.7E-07 3.4E-07   8.6E-06
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =9.421E-06
                                                                          deuteron multiplicity (dimensionless)  =2.566E-07
                                                                          deuteron average energy (MeV)          =2.735E+00
                                                                          deuteron kerma coefficient (fGym^2)    =0.000E+00
  
                         8-MeV  protons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
 0.0- 1.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 1.5- 2.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 2.5- 3.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 3.5- 4.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 4.5- 5.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 2.6E-12 1.3E-11 2.7E-11 3.7E-11   7.0E-11
 5.5- 6.5 1.7E-08 1.7E-08 1.8E-08 1.8E-08 1.9E-08 2.0E-08 2.1E-08 2.2E-08 2.5E-08 2.7E-08 2.9E-08 3.0E-08 3.1E-08   3.1E-07
 6.5- 7.5 2.7E-08 2.7E-08 2.7E-08 2.6E-08 2.5E-08 2.4E-08 2.3E-08 2.2E-08 1.9E-08 1.6E-08 1.4E-08 1.2E-08 1.2E-08   2.4E-07
 7.5- 8.5 3.5E-09 3.5E-09 3.6E-09 3.7E-09 4.0E-09 4.2E-09 4.6E-09 5.0E-09 5.9E-09 6.9E-09 7.9E-09 8.7E-09 9.2E-09   7.6E-08
 8.5- 9.5 3.1E-08 3.1E-08 3.2E-08 3.2E-08 3.2E-08 3.2E-08 3.2E-08 3.2E-08 3.3E-08 3.3E-08 3.4E-08 3.4E-08 3.4E-08   4.1E-07
 9.5-10.5 3.8E-07 3.8E-07 3.9E-07 4.0E-07 4.3E-07 4.5E-07 4.8E-07 5.2E-07 6.1E-07 7.0E-07 7.9E-07 8.7E-07 9.1E-07   7.8E-06
10.5-11.5 3.1E-06 3.1E-06 3.1E-06 3.1E-06 3.1E-06 3.1E-06 3.1E-06 3.1E-06 3.0E-06 3.0E-06 3.0E-06 3.0E-06 3.0E-06   3.8E-05
11.5-12.5 1.2E-05 1.2E-05 1.2E-05 1.2E-05 1.2E-05 1.3E-05 1.3E-05 1.4E-05 1.5E-05 1.7E-05 1.8E-05 2.0E-05 2.1E-05   1.9E-04
12.5-13.5 6.6E-05 6.6E-05 6.5E-05 6.5E-05 6.4E-05 6.3E-05 6.2E-05 6.1E-05 5.9E-05 5.7E-05 5.6E-05 5.6E-05 5.6E-05   7.5E-04
13.5-14.5 5.7E-05 5.7E-05 5.6E-05 5.5E-05 5.4E-05 5.3E-05 5.2E-05 5.2E-05 5.5E-05 6.1E-05 6.9E-05 7.5E-05 7.9E-05   7.5E-04
14.5-15.5 8.6E-05 8.5E-05 8.4E-05 8.1E-05 7.8E-05 7.4E-05 6.9E-05 6.4E-05 5.4E-05 4.4E-05 3.5E-05 3.0E-05 2.6E-05   6.9E-04
15.5-16.5 3.3E-13 2.8E-13 1.5E-13 2.8E-14 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   1.3E-13
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =2.424E-03
                                                                             alpha multiplicity (dimensionless)  =6.601E-05
                                                                             alpha average energy (MeV)          =1.373E+01
                                                                             alpha kerma coefficient (fGym^2)    =0.000E+00
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=3.669E+01 ;multiplicity=9.992E-01 ;av. energy (MeV)=1.831E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=9.051E-04 ;multiplicity=2.465E-05 ;av. energy (MeV)=5.060E+00 ;kerma co. (fGym^2) =0.000E+00
deuteron prod. cross sec. (mb)=9.421E-06 ;multiplicity=2.566E-07 ;av. energy (MeV)=2.735E+00 ;kerma co. (fGym^2) =0.000E+00
  triton prod. cross sec. (mb)=0.000E+00 ;multiplicity=0.000E+00 ;av. energy (MeV)=0.000E+00 ;kerma co. (fGym^2) =0.000E+00
   alpha prod. cross sec. (mb)=2.424E-03 ;multiplicity=6.601E-05 ;av. energy (MeV)=1.373E+01 ;kerma co. (fGym^2) =0.000E+00
   gamma prod. cross sec. (mb)=1.006E+02 ;multiplicity=2.740E+00 ;av. energy (MeV)=9.227E-01 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=2.29E-01; prot.=1.56E-05; deut.=8.77E-08; trit.=0.00E+00; alph.=1.13E-04; gamm.=3.16E-01; A>5 recoils=5.91E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++   9-MeV  protons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for   9-MeV reactions on 208Pb:
Nonelastic cross section = 9.410E+01 mb
  
                         9-MeV  protons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
 0.0- 1.5 2.0E+00 2.0E+00 2.0E+00 2.0E+00 2.0E+00 2.0E+00 2.0E+00 2.0E+00 1.9E+00 2.0E+00 2.0E+00 2.0E+00 2.0E+00   2.5E+01
 1.5- 2.5 2.4E+00 2.4E+00 2.4E+00 2.4E+00 2.4E+00 2.3E+00 2.3E+00 2.3E+00 2.2E+00 2.2E+00 2.2E+00 2.3E+00 2.3E+00   2.9E+01
 2.5- 3.5 1.6E+00 1.6E+00 1.6E+00 1.5E+00 1.5E+00 1.5E+00 1.5E+00 1.4E+00 1.4E+00 1.4E+00 1.4E+00 1.4E+00 1.4E+00   1.8E+01
 3.5- 4.5 5.9E-01 5.8E-01 5.8E-01 5.7E-01 5.6E-01 5.5E-01 5.3E-01 5.2E-01 5.1E-01 5.0E-01 5.1E-01 5.2E-01 5.3E-01   6.6E+00
 4.5- 5.5 3.3E-01 3.3E-01 3.2E-01 3.2E-01 3.1E-01 3.0E-01 2.9E-01 2.8E-01 2.7E-01 2.6E-01 2.6E-01 2.6E-01 2.6E-01   3.5E+00
 5.5- 6.5 1.1E-02 1.1E-02 1.0E-02 9.7E-03 8.7E-03 7.6E-03 6.5E-03 5.4E-03 3.5E-03 2.1E-03 1.1E-03 6.2E-04 3.8E-04   5.3E-02
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =9.399E+01
                                                                           neutron multiplicity (dimensionless)  =9.988E-01
                                                                           neutron average energy (MeV)          =1.984E+00
  
                         9-MeV  protons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
 0.0- 1.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 1.5- 2.5 2.4E-09 2.4E-09 2.4E-09 2.4E-09 2.4E-09 2.5E-09 2.5E-09 2.5E-09 2.7E-09 2.8E-09 3.0E-09 3.1E-09 3.2E-09   3.4E-08
 2.5- 3.5 2.8E-07 2.8E-07 2.8E-07 2.8E-07 2.8E-07 2.8E-07 2.9E-07 2.9E-07 3.0E-07 3.2E-07 3.4E-07 3.6E-07 3.7E-07   3.9E-06
 3.5- 4.5 2.9E-05 2.9E-05 2.9E-05 3.0E-05 3.1E-05 3.2E-05 3.3E-05 3.5E-05 3.9E-05 4.5E-05 5.1E-05 5.7E-05 6.1E-05   5.1E-04
 4.5- 5.5 2.8E-04 2.8E-04 2.8E-04 2.7E-04 2.7E-04 2.6E-04 2.5E-04 2.5E-04 2.4E-04 2.4E-04 2.4E-04 2.4E-04 2.4E-04   3.1E-03
 5.5- 6.5 4.6E-04 4.6E-04 4.5E-04 4.5E-04 4.4E-04 4.3E-04 4.3E-04 4.2E-04 4.2E-04 4.3E-04 4.4E-04 4.6E-04 4.7E-04   5.5E-03
 6.5- 7.5 5.0E-05 4.9E-05 4.6E-05 4.3E-05 3.8E-05 3.3E-05 2.7E-05 2.2E-05 1.4E-05 7.4E-06 3.5E-06 1.6E-06 7.3E-07   2.2E-04
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                            proton production cross section (mb) =9.304E-03
                                                                            proton multiplicity (dimensionless)  =9.887E-05
                                                                            proton average energy (MeV)          =5.607E+00
                                                                            proton kerma coefficient (fGym^2)    =0.000E+00
  
                         9-MeV  protons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
 0.0- 1.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 1.5- 2.5 1.4E-12 1.3E-12 1.3E-12 1.3E-12 1.2E-12 1.1E-12 1.1E-12 1.0E-12 8.5E-13 7.2E-13 6.2E-13 5.6E-13 5.2E-13   1.1E-11
 2.5- 3.5 3.1E-08 3.1E-08 3.3E-08 3.5E-08 3.9E-08 4.3E-08 4.7E-08 5.2E-08 6.0E-08 6.6E-08 7.0E-08 7.2E-08 7.3E-08   7.2E-07
 3.5- 4.5 1.0E-06 9.9E-07 9.6E-07 9.1E-07 8.5E-07 7.8E-07 7.1E-07 6.4E-07 5.0E-07 3.9E-07 3.1E-07 2.7E-07 2.4E-07   6.8E-06
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =7.514E-06
                                                                          deuteron multiplicity (dimensionless)  =7.985E-08
                                                                          deuteron average energy (MeV)          =3.727E+00
                                                                          deuteron kerma coefficient (fGym^2)    =0.000E+00
  
                         9-MeV  protons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
 0.0- 1.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 1.5- 2.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 2.5- 3.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 3.5- 4.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
 4.5- 5.5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 7.1E-12 3.6E-11 7.1E-11 9.8E-11   1.9E-10
 5.5- 6.5 6.8E-08 6.9E-08 7.0E-08 7.3E-08 7.7E-08 8.1E-08 8.7E-08 9.3E-08 1.1E-07 1.2E-07 1.4E-07 1.5E-07 1.5E-07   1.4E-06
 6.5- 7.5 2.9E-07 2.9E-07 2.9E-07 2.8E-07 2.8E-07 2.8E-07 2.8E-07 2.7E-07 2.6E-07 2.5E-07 2.4E-07 2.4E-07 2.4E-07   3.3E-06
 7.5- 8.5 2.8E-07 2.8E-07 2.8E-07 2.8E-07 2.8E-07 2.8E-07 2.7E-07 2.7E-07 2.6E-07 2.6E-07 2.5E-07 2.5E-07 2.5E-07   3.3E-06
 8.5- 9.5 7.7E-08 7.7E-08 7.5E-08 7.4E-08 7.2E-08 7.0E-08 6.9E-08 6.8E-08 6.9E-08 7.0E-08 7.1E-08 7.1E-08 7.2E-08   8.8E-07
 9.5-10.5 6.1E-07 6.1E-07 6.3E-07 6.6E-07 7.0E-07 7.5E-07 8.1E-07 8.8E-07 1.1E-06 1.2E-06 1.4E-06 1.6E-06 1.7E-06   1.4E-05
10.5-11.5 4.9E-06 4.9E-06 4.9E-06 4.9E-06 4.9E-06 4.9E-06 4.9E-06 5.0E-06 5.0E-06 5.1E-06 5.2E-06 5.3E-06 5.3E-06   6.3E-05
11.5-12.5 1.7E-05 1.7E-05 1.8E-05 1.8E-05 1.9E-05 1.9E-05 2.0E-05 2.2E-05 2.5E-05 2.8E-05 3.2E-05 3.5E-05 3.7E-05   3.2E-04
12.5-13.5 9.8E-05 9.8E-05 9.8E-05 9.7E-05 9.6E-05 9.6E-05 9.5E-05 9.4E-05 9.3E-05 9.2E-05 9.3E-05 9.5E-05 9.7E-05   1.2E-03
13.5-14.5 2.1E-04 2.1E-04 2.1E-04 2.2E-04 2.2E-04 2.2E-04 2.2E-04 2.3E-04 2.4E-04 2.5E-04 2.7E-04 2.9E-04 3.0E-04   3.1E-03
14.5-15.5 3.8E-04 3.8E-04 3.7E-04 3.6E-04 3.5E-04 3.4E-04 3.2E-04 3.1E-04 3.0E-04 3.1E-04 3.2E-04 3.3E-04 3.4E-04   4.1E-03
15.5-16.5 2.6E-04 2.5E-04 2.5E-04 2.4E-04 2.3E-04 2.1E-04 2.0E-04 1.8E-04 1.5E-04 1.1E-04 8.4E-05 6.7E-05 5.8E-05   1.9E-03
16.5-17.5 9.1E-13 7.6E-13 3.9E-13 5.4E-14 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   3.4E-13
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =1.059E-02
                                                                             alpha multiplicity (dimensionless)  =1.125E-04
                                                                             alpha average energy (MeV)          =1.453E+01
                                                                             alpha kerma coefficient (fGym^2)    =0.000E+00
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=9.399E+01 ;multiplicity=9.988E-01 ;av. energy (MeV)=1.984E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=9.304E-03 ;multiplicity=9.887E-05 ;av. energy (MeV)=5.607E+00 ;kerma co. (fGym^2) =0.000E+00
deuteron prod. cross sec. (mb)=7.514E-06 ;multiplicity=7.985E-08 ;av. energy (MeV)=3.727E+00 ;kerma co. (fGym^2) =0.000E+00
  triton prod. cross sec. (mb)=1.246E-05 ;multiplicity=1.324E-07 ;av. energy (MeV)=3.220E+00 ;kerma co. (fGym^2) =0.000E+00
   alpha prod. cross sec. (mb)=1.059E-02 ;multiplicity=1.125E-04 ;av. energy (MeV)=1.453E+01 ;kerma co. (fGym^2) =0.000E+00
   gamma prod. cross sec. (mb)=2.771E+02 ;multiplicity=2.945E+00 ;av. energy (MeV)=1.131E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=2.20E-01; prot.=6.16E-05; deut.=3.31E-08; trit.=4.74E-08; alph.=1.82E-04; gamm.=3.70E-01; A>5 recoils=5.87E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++  10-MeV  protons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for  10-MeV reactions on 208Pb:
Nonelastic cross section = 2.107E+02 mb
  
                        10-MeV  protons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
 0.0- 1.5 4.5E+00 4.5E+00 4.5E+00 4.5E+00 4.4E+00 4.4E+00 4.4E+00 4.3E+00 4.3E+00 4.3E+00 4.4E+00 4.4E+00 4.5E+00   5.5E+01
 1.5- 2.5 5.1E+00 5.1E+00 5.1E+00 5.1E+00 5.0E+00 4.9E+00 4.9E+00 4.8E+00 4.7E+00 4.7E+00 4.7E+00 4.8E+00 4.8E+00   6.0E+01
 2.5- 3.5 3.3E+00 3.3E+00 3.3E+00 3.2E+00 3.2E+00 3.1E+00 3.1E+00 3.0E+00 2.9E+00 2.9E+00 2.9E+00 3.0E+00 3.0E+00   3.8E+01
 3.5- 4.5 1.8E+00 1.7E+00 1.7E+00 1.7E+00 1.7E+00 1.6E+00 1.6E+00 1.6E+00 1.5E+00 1.5E+00 1.5E+00 1.5E+00 1.5E+00   1.9E+01
 4.5- 5.5 6.0E-01 6.0E-01 5.9E-01 5.8E-01 5.7E-01 5.5E-01 5.3E-01 5.2E-01 5.0E-01 4.9E-01 5.0E-01 5.1E-01 5.2E-01   6.5E+00
 5.5- 6.5 3.4E-01 3.4E-01 3.3E-01 3.2E-01 3.1E-01 3.0E-01 2.9E-01 2.8E-01 2.6E-01 2.6E-01 2.5E-01 2.6E-01 2.6E-01   3.5E+00
 6.5- 7.5 1.2E-02 1.2E-02 1.1E-02 1.0E-02 8.9E-03 7.6E-03 6.4E-03 5.1E-03 3.1E-03 1.6E-03 7.0E-04 2.7E-04 1.0E-04   5.0E-02
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =2.104E+02
                                                                           neutron multiplicity (dimensionless)  =9.986E-01
                                                                           neutron average energy (MeV)          =2.059E+00
  
                        10-MeV  protons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
